OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS,SHAPE
3836256,04092015658,YURI JAPANESE RESTAURANT,1361  KILDAIRE FARM RD ,,CARY,NC,27511,(919) 481-0068,2010/06/07 04:00:00+00,Restaurant,11576,-78.78193785,35.75976468,M,
3836257,04092015661,FarmTable & Gatehouse Tavern,960 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 569-6714,2010/06/14 04:00:00+00,Restaurant,11579,-78.49517643,35.96733271,M,
3836258,04092015662,CARIBOU COFFEE #301,8201-101  BRIER CREEK  PKY ,,RALEIGH,NC,27617,(919) 405-2802,2010/06/15 04:00:00+00,Restaurant,11580,-78.78334835,35.9068519,M,
3836259,04092021615,CIRCLE K #1511,4501 DELTA LAKE  RD ,,RALEIGH,NC,27612,(919) 510-7976,2010/06/03 04:00:00+00,Food Stand,11585,-78.71167986,35.85630757,M,
3836260,04092040241,FOODLAND PUC #1 (WCID #322),10208 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 798-0590,2010/06/18 04:00:00+00,Pushcarts,11590,-78.82634517,35.82830791,M,
3836261,04092015669,King's Barcade & Neptune's Parlor,14 W. Martin ST ,,RALEIGH,NC,27601-1311,(919) 896-7063,2010/07/01 04:00:00+00,Restaurant,11597,-78.63980298,35.77713417,M,
3836262,04092030222,CHICK-N-QUE (WCID #377),2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 369-7788,2010/06/29 04:00:00+00,Mobile Food Units,11604,-78.49335819,35.79721391,M,
3836263,04092015670,JIMMY JOHNS # 1027,8005-120 BRIER CREEK PKY ,,RALEIGH,NC,27617,(919) 806-5616,2010/06/24 04:00:00+00,Restaurant,11598,-78.78255001,35.9111629,M,
3836264,04092015682,OLIVE GARDEN #1831,12600 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 556-1007,2010/07/21 04:00:00+00,Restaurant,11621,-78.53167158,35.98839296,M,
3836265,04092015687,Mami's Latin Style Rotisserie Chicken,2401 WAKE FOREST  RD ,,RALEIGH,NC,27608,(919) 834-8572,2010/08/02 04:00:00+00,Restaurant,11626,-78.6271484,35.81373749,M,
3836266,04092015688,FAIRFIELD INN & SUITES Foodservice,10040 SELLONA ST ,,RALEIGH,NC,27617,(919) 246-0107,2010/08/04 04:00:00+00,Restaurant,11627,-78.80455042,35.89550341,M,
3836267,04092110493,Wake Forest High School Cafeteria,420  STADIUM  DR ,,WAKE FOREST ,NC,27587,(919) 554-8461,2010/07/30 04:00:00+00,Public School Lunchrooms,11635,-78.51629976,35.98569288,M,
3836268,04092015694,Teriyakin,10970 Chapel Hill RD ,Ste. 112,MORRISVILLE,NC,27560,(919) 410-7775,2010/08/12 04:00:00+00,Restaurant,11639,-78.8405695,35.85637857,M,
3836269,04092040244,PNC 306 PUSHCART (WCID #165),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300 ext. 5,2010/09/21 04:00:00+00,Pushcarts,11647,-78.72293853,35.80324451,M,
3836270,04092015702,The Starbar,1731 Trawick RD ,STE 105,RALEIGH,NC,27604,(919) 231-3535,2010/08/24 04:00:00+00,Restaurant,11661,-78.57833999,35.8006875,M,
3836271,04092015697,Subway,10130 Green Level Church  Rd Suite 300,,CARY,NC,27519,(919) 460-9422,2010/08/03 04:00:00+00,Restaurant,11651,-78.90107972,35.82060442,M,
3836272,04092021628,FOOD LION #2196 MEAT MARKET/SEAFOOD,3609 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4195,2010/09/10 04:00:00+00,Food Stand,11681,-78.84918557,35.8221795,M,
3836273,04092015703,Buffalo Brothers,4025-100 Lake Boone  Trail,,RALEIGH,NC,27607,(919) 782-4949,2010/08/23 04:00:00+00,Restaurant,11662,-78.6970997,35.81457601,M,
3836274,04092015712,SAN JOSE MEXICAN RESTAURANT,877 E GANNON AVE ,,ZEBULON,NC,27616,(919) 269-3399,2010/09/15 04:00:00+00,Restaurant,11682,-78.29418632,35.83016256,M,
3836275,04092015713,WING STOP # 527,1721-112 NEW HOPE CHURCH RD ,,RALEIGH,NC,27609,(919) 872-8856,2010/09/13 04:00:00+00,Restaurant,11683,-78.61023615,35.83634582,M,
3836276,04092015715,MCDONALD'S #7811,6250 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 878-5907,2010/09/09 04:00:00+00,Restaurant,11686,-78.5801169,35.87020365,M,
3836277,04092015735,SUSHI O,222-117 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 838-8868,2010/09/27 04:00:00+00,Restaurant,11717,-78.64697296,35.78363334,M,
3836278,04092015729,Jason's Deli # 162,210 CROSSROADS BLVD ,,CARY,NC,27518,(919) 233-6901,2010/09/24 04:00:00+00,Restaurant,11702,-78.73871469,35.76064643,M,
3836279,04092015740,LA TAQUERIA,973 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 455-5069,2010/10/18 04:00:00+00,Restaurant,11722,-78.78267477,35.59365979,M,
3836280,04092015731,IHOP #3331,7471 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 847-4467,2010/10/06 04:00:00+00,Restaurant,11719,-78.64671855,35.88190507,M,
3836281,04092015733,CHECKER'S PIZZA & SUBS,2720-126 LAKE WHEELER ROAD,,RALEIGH,NC,27603,(919) 821-1111,2010/10/07 04:00:00+00,Restaurant,11726,-78.68034205,35.74406085,M,
3836282,04092015807,CARIBOU COFFEE #306,109 SW MAYNARD RD ,,CARY,NC,27511,(919) 319-6265,2010/08/27 04:00:00+00,Restaurant,11736,-78.78269343,35.77098734,M,
3836283,04092015798,Bojangles,3025 Winston Hill DR ,,CARY,NC,27519,(919) 460-9224,2010/10/21 04:00:00+00,Restaurant,11738,-78.84654483,35.78948326,M,
3836284,04092015805,NOODLES AND COMPANY #857,8411 BRIER CREEK PKY ,,RALEIGH,NC,27617,(919) 806-1330,2010/11/02 04:00:00+00,Restaurant,11747,-78.78334835,35.9068519,M,
3836285,04092015817,CHOW,8311 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 841-4995,2010/11/10 05:00:00+00,Restaurant,11763,-78.68223246,35.90105464,M,
3836286,04092021633,Pei Wei Express,4325 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-7127,2010/11/12 05:00:00+00,Food Stand,11756,-78.67900996,35.83931725,M,
3836287,04092015820,VILLAGE GRILL,8470-102 HONEYCUTT RD ,,RALEIGH,NC,27615,(919) 890-5340,2010/11/12 05:00:00+00,Restaurant,11766,-78.62166264,35.89510631,M,
3836288,04092015821,Lin's Garden,1318 S MAIN ST ,Ste. 116,WAKE FOREST,NC,27587,(919) 556-8066,2010/11/16 05:00:00+00,Restaurant,11767,-78.51926333,35.9609338,M,
3836289,04092015826,Tuscan Blu,327 W. DAVIE ST ,STE 108,RALEIGH,NC,27601,(919) 834-5707,2010/11/19 05:00:00+00,Restaurant,11772,-78.6449398,35.77523676,M,
3836290,04092021635,INTERNATIONAL FOODS DELI,421 CHAPANOKE RD ,STE 140,RALEIGH,NC,27603,(919) 662-5428,2010/12/01 05:00:00+00,Food Stand,11818,-78.65333672,35.73464526,M,
3836291,04092021637,EDIBLE ARRANGEMENTS #1159,1028 OBERLIN RD ,STE 238,RALEIGH,NC,27605,(919) 521-8991,2010/12/09 05:00:00+00,Food Stand,11820,-78.65844846,35.79783425,M,
3836292,04092015825,WAKEFIELD TAVERN,13200 NEW FALLS OF NEUSE RD ,STE 101,RALEIGH,NC,27614,(919) 554-0673,2010/11/18 05:00:00+00,Restaurant,11771,-78.55982173,35.94075522,M,
3836293,04092015861,Lucky 7,906 NE Maynard RD ,,CARY,NC,27513,(919) 380-7550,2011/01/10 05:00:00+00,Restaurant,11823,-78.76838418,35.80043542,M,
3836294,04092021638,EDIBLE ARRANGEMENTS #391,944 GATEWAY COMMONS  CIR ,,WAKE FOREST,NC,27587,(919) 374-2960,2011/01/07 05:00:00+00,Food Stand,11821,-78.49517643,35.96733271,M,
3836295,04092015862,NO. 1 CHINESE RESTAURANT,3667 SW CARY  PKY ,,CARY,NC,27513,(919) 461-7008,2011/01/04 05:00:00+00,Restaurant,11824,-78.83800517,35.78179735,M,
3836296,04092015864,VINOS FINOS Y PICADAS,8450 HONEYCUTT RD ,,RALEIGH,NC,27615,(919) 747-9233,2011/01/03 05:00:00+00,Restaurant,11828,-78.62166264,35.89510631,M,
3836297,04092015852,BANGKOK THAI,13200 NEW FALLS OF NEUSE RD ,UNIT 131,RALEIGH,NC,27614,(919) 554-7561,2010/12/22 05:00:00+00,Restaurant,11827,-78.55982173,35.94075522,M,
3836298,04092015857,Java City @ Campbell Law School,225 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 865-5938,2011/01/06 05:00:00+00,Restaurant,11836,-78.64278081,35.78010542,M,
3836299,04092015859,POPEYES #11025,3699 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 803-7777,2011/01/07 05:00:00+00,Restaurant,11840,-78.5792389,35.79885066,M,
3836300,04092015866,Taqueria El Toro #1,3615 JUNCTION  BLVD ,,RALEIGH,NC,27603,(919) 773-8172,2011/01/20 05:00:00+00,Restaurant,11841,-78.65709855,35.73081135,M,
3836301,04092015867,JASON'S DELI #890,2400 JOHN BRANTLEY  BLVD ,RDU TERMINAL 2,MORRISVILLE,NC,27560,(919) 840-4378,2011/01/20 05:00:00+00,Restaurant,11842,-78.7893961,35.86970016,M,
3836302,04092015860,BOJANGLES #45,900 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 453-6241,2011/01/07 05:00:00+00,Restaurant,11845,-78.47826834,35.9096683,M,
3836303,04092021643,FOOD LION #2199 DELI,12345 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 846-3589,2011/01/20 05:00:00+00,Food Stand,11859,-78.70279728,35.90556515,M,
3836304,04092021644,FOOD LION #2199 Meat Market/SEAFOOD,12345 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 846-3589,2011/01/20 05:00:00+00,Food Stand,11860,-78.70279728,35.90556515,M,
3836305,04092015871,IMPERIAL GARDEN CHINESE RESTAURANT,7713 LEAD MINE RD ,STE 15,RALEIGH,NC,27615-4805,(919) 846-1988,2011/01/27 05:00:00+00,Restaurant,11870,-78.6604412,35.88617756,M,
3836306,04092021647,WALMART #4484 DELI,8031 OLD WAKE FOREST RD ,,RALEIGH,NC,27616,(919) 424-6235,2011/01/20 05:00:00+00,Food Stand,11868,-78.56666615,35.86808882,M,
3836307,04092021648,FOOD LION #2198 DELI/BAKERY,8745 HOLLY SPRINGS RD ,,CARY,NC,27539,(919) 362-1738,2011/01/25 05:00:00+00,Food Stand,11911,-78.77345985,35.69264269,M,
3836308,04092300250,FOOD LION #2198 MEAT MARKET,8745 HOLLY SPRINGS RD ,,CARY,NC,27539,(919) 362-1738,2011/01/25 05:00:00+00,Meat Market,11912,-78.77345985,35.69264269,M,
3836309,04092015882,TAQUERIA LA CABANA,3520 CAPITAL BLVD ,,RALEIGH,NC,27609,(919) 872-2252,2011/02/01 05:00:00+00,Restaurant,11931,-78.58408349,35.82807441,M,
3836310,04092015885,THE OAKS AT WHITAKER GLEN,501 E WHITAKER MILL RD ,,RALEIGH,NC,27608-2646,(919) 839-5604,2011/01/12 05:00:00+00,Restaurant,11929,-78.63298515,35.80887766,M,
3836311,04092021649,HARRIS TEETER #353 PRODUCE,13686 CAPITAL  BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2011/02/04 05:00:00+00,Food Stand,11936,-78.51867626,36.00549137,M,
3836312,04092021650,HARRIS TEETER #353 DELI,13686 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2011/02/04 05:00:00+00,Food Stand,11937,-78.51867626,36.00549137,M,
3836313,04092021652,EL TORO SUPERMARKET MEAT MARKET ,3609 JUNCTION BLVD ,,RALEIGH,NC,27603,(919) 773-8172,2011/02/10 05:00:00+00,Food Stand,11945,-78.65709855,35.73081135,M,
3836314,04092300251,HARRIS TEETER #353 MEAT & SEAFOOD,13686 CAPITAL  BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2011/02/04 05:00:00+00,Meat Market,11938,-78.51867626,36.00549137,M,
3836315,04092015894,DAIRY QUEEN GRILL & CHILL,631 WALNUT  ST ,,CARY,NC,27511,(919) 465-2100,2011/03/09 05:00:00+00,Restaurant,12063,-78.76677184,35.77674902,M,
3836316,04092300253,WHOLE FOODS #10338 MEAT,8710  SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 05:00:00+00,Meat Market,12027,-78.65023579,35.89889531,M,
3836317,04092015904,WHOLE FOODS #10338 PREPARED FOODS,8710 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 05:00:00+00,Restaurant,12065,-78.65023579,35.89889531,M,
3836318,04092021656,WHOLE FOODS #10338 SEAFOOD,8710 SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 05:00:00+00,Food Stand,12066,-78.65023579,35.89889531,M,
3836319,04092021657,WHOLE FOODS #10338 SPECIALTY,8710 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 05:00:00+00,Food Stand,12067,-78.65023579,35.89889531,M,
3836320,04092021659,WHOLE FOODS #10338 PRODUCE,8710 SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 354-0350,2011/03/11 05:00:00+00,Food Stand,12082,-78.65023579,35.89889531,M,
3836321,04092015913,SAS BUILDING C CAFE,820 SAS CAMPUS DR ,,CARY,NC,27513,(919) 531-8651,2011/03/16 04:00:00+00,Restaurant,12085,-78.75122068,35.81750117,M,
3836322,04092015915,SUBWAY #50592,601 N MAIN ST ,,HOLLY SPRINGS,NC,27545,(919) 557-4411,2011/03/17 04:00:00+00,Restaurant,12087,-78.83661826,35.6609717,M,
3836323,04092015917,THAI CAFE #2,3309 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 453-1679,2011/03/23 04:00:00+00,Restaurant,12089,-78.51539151,35.95074547,M,
3836324,04092015808,PIZZA SHACK,5621 LOUISBURG RD ,STE. 105,RALEIGH,NC,27616-5353,(919) 872-5400,2010/11/19 05:00:00+00,Restaurant,12102,-78.55796941,35.85459908,M,
3836325,04092015734,Wade Park Cafe,5430  WADE PARK  BLVD ,,RALEIGH,NC,27607,(919) 859-5220,2010/10/18 04:00:00+00,Restaurant,12096,-78.72815294,35.80750109,M,
3836326,04092015843,CHINA MOON,7983 FAYETTEVILLE RD ,,RALEIGH,NC,27603-5631,(919) 661-7778,2010/12/23 05:00:00+00,Restaurant,12111,-78.6974243,35.66508436,M,
3836327,04092015891,AVIATOR SMOKEHOUSE,525 Broad  ST ,,FUQUAY VARINA ,NC,27526,(919) 567-2337,2011/02/18 05:00:00+00,Restaurant,12114,-78.79375985,35.59327288,M,
3836328,04092021670,DOMINO'S #5504,7315 SIX FORKS RD,,RALEIGH,NC,27615-6162,(919) 847-8855,2011/04/27 04:00:00+00,Food Stand,12121,-78.64725788,35.88068773,M,
3836329,04092015942,RED BOWL ASIAN BISTRO,2020 BOULDERSTONE WAY ,,CARY,NC,27519,(919) 388-9977,2011/05/18 04:00:00+00,Restaurant,12124,-78.84859333,35.79156092,M,
3836330,04092015923,Jubala Coffee,8450-104 HONEYCUTT  RD ,,RALEIGH,NC,27615,(919) 758-8330,2011/03/25 04:00:00+00,Restaurant,12139,-78.62166264,35.89510631,M,
3836331,04092015927,Relish Craft Kitchen/The Kitchen Table,5625 CREEDMOOR RD ,,RALEIGH,NC,27612,(919) 787-1855,2011/03/31 04:00:00+00,Restaurant,12143,-78.68200654,35.85879308,M,
3836332,04092015933,PORT CITY JAVA VET SCHOOL,1052 WILLIAM MOORE  DR ,,RALEIGH,NC,27606,(919) 513-3226,2011/04/12 04:00:00+00,Restaurant,12149,-78.70048955,35.79771784,M,
3836333,04092015939,SAN JOSE MEXICAN RESTAURANT,5811 POYNER VILLAGE  PKY ,,RALEIGH,NC,27616,(919) 790-1919,2011/04/20 04:00:00+00,Restaurant,12154,-78.56916558,35.86464073,M,
3836334,04092021672,The Butchers Market,5045 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 809-8914,2011/03/29 04:00:00+00,Food Stand,12156,-78.61557773,35.84978391,M,
3836335,04092015960,CAMBRIDGE VILLAGE DINING,10000 Cambridge Village Loop,,APEX,NC,27502,(919) 363-2080,2011/05/10 04:00:00+00,Restaurant,12171,-78.84579249,35.7181047,M,
3836336,04092040255,FOODLAND 2 (WCID #404),201 E HARGETT ST ,,RALEIGH,NC,27603,(919) 798-0590,2011/05/16 04:00:00+00,Pushcarts,12172,-78.63610348,35.77853909,M,
3836337,04092015966,Jin Jin China,421 Chapanoke Road,Ste. 162,RALEIGH,NC,27603,(919) 772-8868,2011/05/27 04:00:00+00,Restaurant,12186,-78.65333672,35.73464526,M,
3836338,04092015951,MOJO'S GRILL,2648 TIMBER DR ,,GARNER,NC,27529,(919) 662-1115,2011/04/28 04:00:00+00,Restaurant,12194,-78.63679232,35.71605085,M,
3836339,04092015947,D.P. Dough,2109 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 829-1525,2011/04/25 04:00:00+00,Restaurant,12188,-78.67605304,35.77835842,M,
3836340,04092015970,San Marcos/TLC,805 W Peace Street,,RALEIGH,NC,27605,(919) 834-8292,2011/06/02 04:00:00+00,Restaurant,12209,-78.65035098,35.78844792,M,
3836341,04092015967,CHARLIE'S KABOBS #2,929 HERITAGE LAKE  RD ,SUITE 700,WAKE FOREST,NC,27587,(919) 453-6284,2011/05/24 04:00:00+00,Restaurant,12206,-78.50377685,35.94688497,M,
3836342,04092015971,TACOS Y MARISCOS VALLARTA,3177 CAPITAL  BLVD ,,RALEIGH,NC,27604,(919) 790-2696,2011/06/02 04:00:00+00,Restaurant,12213,-78.58860915,35.82363017,M,
3836343,04092015972,BOJANGLES #46,1513 N ARENDELL AVE ,,ZEBULON,NC,27597,(919) 404-2272,2011/05/26 04:00:00+00,Restaurant,12214,-78.3265604,35.8398199,M,
3836344,04092015975,LYNNWOOD GRILL,4821 GROVE BARTON  RD ,STE 101,RALEIGH,NC,27613,(919) 785-0043,2011/06/01 04:00:00+00,Restaurant,12217,-78.71709244,35.87043723,M,
3836345,04092021678,RALEIGH NURSERY SCHOOL,1035 HALIFAX ST ,,RALEIGH,NC,27604,(919) 834-2136,2011/06/10 04:00:00+00,Food Stand,12226,-78.63868014,35.79407208,M,
3836346,04092110494,WALNUT CREEK ELEMENTARY CAFETERIA,2600 SUNNYBROOK RD ,,RALEIGH,NC,27610,(919) 857-9500 ext. 20634,2011/06/01 04:00:00+00,Public School Lunchrooms,12219,-78.5881719,35.74509526,M,
3836347,04092015754,Mulino,309 N DAWSON ST ,,RALEIGH,NC,27603,(919) 838-8595,2011/06/17 04:00:00+00,Restaurant,12250,-78.64347238,35.78455109,M,
3836348,04092015748,SUSHI IWA APEX,2026 CREEKSIDE LANDING DR ,,APEX,NC,27502,(919) 387-7022,2011/06/15 04:00:00+00,Restaurant,12230,-78.88353507,35.74506886,M,
3836349,04092040258,FOODLAND 3 (WCID #406),200 W HARGETT ST ,"Corner of Hargett St. &amp; Fayetteville St.",RALEIGH,NC,27602,(919) 798-0590,2011/07/01 04:00:00+00,Pushcarts,12260,-78.64228215,35.77872675,M,
3836350,04092015755,FIESTA MEXICANA #6,428 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27540,(919) 346-1330,2011/06/17 04:00:00+00,Restaurant,12251,-78.83920975,35.63987629,M,
3836351,04092015765,WAFFLE HOUSE #1901,1051 DURHAM  RD ,,WAKE FOREST,NC,27587,(919) 554-2501,2011/07/07 04:00:00+00,Restaurant,12268,-78.55120124,35.97391996,M,
3836352,04092015761,SUBWAY #2692,2424 WAKE FOREST RD ,,RALEIGH,NC,27608,(919) 829-0900,2011/06/29 04:00:00+00,Restaurant,12264,-78.6259334,35.81503266,M,
3836353,04092015773,Beasley's/Fox,237  S WILMINGTON ST ,,RALEIGH,NC,27601,(919) 322-0129,2011/07/20 04:00:00+00,Restaurant,12275,-78.63804239,35.77705417,M,
3836354,04092015775,SIMPLY CREPES CAFE & CATERING,8470 HONEYCUTT RD ,STE 110,RALEIGH,NC,27615,(919) 322-2327,2011/07/14 04:00:00+00,Restaurant,12276,-78.62166264,35.89510631,M,
3836355,04092015793,TENKO JAPAN,4040 ED  DR ,#121,RALEIGH,NC,27612,(919) 781-5181,2011/08/25 04:00:00+00,Restaurant,12380,-78.70319603,35.82517717,M,
3836356,04092015786,A'NETS KATCH,2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 217-0133,2011/08/12 04:00:00+00,Restaurant,12371,-78.49335819,35.79721391,M,
3836357,04092021687,PORT CITY JAVA EB2,890  OVAL DR ,,RALEIGH,NC,27695,(919) 513-2420,2011/09/13 04:00:00+00,Food Stand,12395,-78.67344855,35.77131234,M,
3836358,04092015990,Social Fabric,1000  MAIN CAMPUS  DR ,,RALEIGH,NC,27695,(919) 513-0823,2011/09/08 04:00:00+00,Restaurant,12398,-78.67973754,35.762815,M,
3836359,04092015993,ANGIE'S RESTAURANT,1340 W GARNER RD ,,GARNER,NC,27529,(919) 661-6707,2011/09/09 04:00:00+00,Restaurant,12401,-78.6235069,35.7173481,M,
3836360,04092016002,CHIPOTLE #1659,2316 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 576-1894,2011/09/16 04:00:00+00,Restaurant,12412,-78.66664947,35.78770917,M,
3836361,04092016005,HIBACHI & CO,708  N JUDD PKY ,,FUQUAY VARINA,NC,27526,(919) 552-8899,2011/09/20 04:00:00+00,Restaurant,12415,-78.77866077,35.59344505,M,
3836362,04092016006,MELLOW MUSHROOM,4300 NW CARY PKY ,,CARY,NC,27513,(919) 463-7779,2011/09/22 04:00:00+00,Restaurant,12416,-78.82814567,35.790202,M,
3836363,04092016007,NC JAPAN EXPRESS,9660 FALLS OF NEUSE  RD ,STE 147,RALEIGH,NC,27615,(919) 846-1684,2011/09/16 04:00:00+00,Restaurant,12417,-78.60015315,35.90523097,M,
3836364,04092016009,STARBUCKS #16019,9441 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 845-4566,2011/09/23 04:00:00+00,Restaurant,12419,-78.65443046,35.90093848,M,
3836365,04092021689,JAMAICA JERK MASTERS,1909 POOLE RD ,,RALEIGH,NC,27610,(919) 231-7697,2011/09/26 04:00:00+00,Food Stand,12425,-78.61095581,35.77715292,M,
3836366,04092016014,CAPI'S,2700 REGENCY Pky ,,CARY,NC,27518,(919) 468-0084,2011/09/30 04:00:00+00,Restaurant,12436,-78.7890716,35.73392686,M,
3836367,04092110495,WILBURN ELEMENTARY CAFETERIA,3707 MARSH CREEK RD ,,RALEIGH,NC,27604,(919) 850-8738 ext. 26370,2011/10/18 04:00:00+00,Public School Lunchrooms,12443,-78.57496049,35.82146866,M,
3836368,04092016025,COMFORT INN BREAKFAST,1411 E WILLIAMS ST ,,APEX,NC,27539,(919) 387-4600,2011/10/20 04:00:00+00,Restaurant,12460,-78.83826509,35.71228894,M,
3836369,04092016029,HIBACHI K EXPRESS,4001 WIDE WATERS SUITE B PKY ,,KNIGHTDALE,NC,27545,(919) 217-8875,2011/10/27 04:00:00+00,Restaurant,12464,-78.5051576,35.79511649,M,
3836370,04092016030,DANTE'S ITALIANO,13200 NEW FALLS OF NEUSE RD ,STE 117-119,RALEIGH,NC,27614-8239,(919) 556-2146,2011/10/11 04:00:00+00,Restaurant,12484,-78.55982173,35.94075522,M,
3836371,04092015784,ATRIUM,2600 FOUNDERS DR ,,RALEIGH,NC,27695,(919) 515-2263,2011/08/05 04:00:00+00,Restaurant,12356,-78.66895681,35.78776429,M,
3836372,04092016040,SUBWAY #52361,2010 KILDAIRE FARM  RD ,,CARY,NC,27511,(919) 851-3399,2011/11/08 05:00:00+00,Restaurant,12492,-78.78211243,35.73717418,M,
3836373,04092015842,YUM YUM THAI CUISINE,1861 N HARRISON AVE ,,CARY,NC,27513,(919) 677-1166,2010/12/17 05:00:00+00,Restaurant,12110,-78.76757274,35.83022565,M,
3836374,04092021693,WALMART DELI #2247,2010 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 852-6651,2011/11/08 05:00:00+00,Food Stand,12499,-78.78211243,35.73717418,M,
3836375,04092016033,SEAN'S SHACK,2840 E MILLBROOK RD ,,RALEIGH,NC,27604,(919) 872-6669,2011/10/19 04:00:00+00,Restaurant,12487,-78.58383641,35.84907157,M,
3836376,04092016045,Mandolin,2519 Fairview RD ,,RALEIGH,NC,27608,(919) 322-0365,2011/11/16 05:00:00+00,Restaurant,12519,-78.65518655,35.80902966,M,
3836377,04092021696,PULLEN PLACE CAFE & CATERING,520 ASHE AVE ,,RALEIGH,NC,27606,(919) 829-7180,2011/11/15 05:00:00+00,Food Stand,12526,-78.66378571,35.78166259,M,
3836378,04092016048,GONZA TACOS Y TEQUILA,7713 LEAD MINE  RD ,,RALEIGH,NC,27615,(919) 846-5478,2011/11/17 05:00:00+00,Restaurant,12522,-78.6604412,35.88617756,M,
3836379,04092016052,JD'S TAVERN,800 W WILLIAMS ST ,,APEX,NC,27502,(919) 629-7285,2011/11/23 05:00:00+00,Restaurant,12534,-78.86480258,35.73964977,M,
3836380,04092016057,JACK'S SEAFOOD,5416 ROCK QUARRY RD ,STE 103,RALEIGH,NC,27610,(919) 329-8125,2011/12/06 05:00:00+00,Restaurant,12543,-78.56010141,35.73196384,M,
3836381,04092016059,PORT CITY JAVA PARK SHOPS,101 CURRENT DR ,,RALEIGH,NC,27695,(919) 515-0238,2011/12/08 05:00:00+00,Restaurant,12545,-78.67872347,35.78447993,M,
3836382,04092016061,MCDONALD'S # 16326,2900 WENDELL BLVD ,,WENDELL,NC,27591,(919) 365-3625,2011/12/09 05:00:00+00,Restaurant,12552,-78.37967072,35.79230075,M,
3836383,04092016069,SUBWAY #29952,5412 APEX PEAKWAY ,,APEX,NC,27502,(919) 362-7976,2011/12/15 05:00:00+00,Restaurant,12560,-78.86537408,35.73684286,M,
3836384,04092016062,MCDONALD'S #11646,7141 KNIGHTDALE  BLVD ,,KNIGHTDALE,NC,27545,(919) 266-6700,2011/12/09 05:00:00+00,Restaurant,12553,-78.48855644,35.79878016,M,
3836385,04092016073,The Garden Grille & Bar (at Hilton Garden Inn),131 COLUMBUS AVE ,,CARY,NC,27518,(919) 377-0440,2011/12/21 05:00:00+00,Restaurant,12564,-78.73638403,35.75644435,M,
3836386,04092016072,SASSOOL,9650 STRICKLAND RD ,STE 149,RALEIGH,NC,27615,(919) 847-2700,2011/12/20 05:00:00+00,Restaurant,12563,-78.65677038,35.90420522,M,
3836387,04092021698,SUVIDHA,3735  DAVIS DR ,,MORRISVILLE,NC,27560,(919) 650-1436,2011/12/21 05:00:00+00,Food Stand,12566,-78.85587824,35.83375442,M,
3836388,04092030234,CHICK-N-QUE II (WCID #425),2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 369-7788,2011/12/20 05:00:00+00,Mobile Food Units,12575,-78.49335819,35.79721391,M,
3836389,04092016084,MCDONALDS #18373,415 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 556-7686,2012/01/12 05:00:00+00,Restaurant,12687,-78.46701468,35.91701398,M,
3836390,04092016077,CHINA CARY,2972 Kildaire Farm RD,,CARY,NC,27511,(919) 363-5688,2012/01/04 05:00:00+00,Restaurant,12598,-78.78870059,35.71809477,M,
3836391,04092016087,YAMATO,700 E WILLIAMS ST ,,APEX,NC,27502,(919) 303-8088,2012/01/17 05:00:00+00,Restaurant,12692,-78.84651358,35.72361102,M,
