OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2025913,04092014182,NY Pizza,634 Holly Spring RD,,HOLLY SPRINGS,NC,27540,(919) 567-0505,2004/11/05 04:00:00+00,Restaurant,7475,-78.82480349,35.65381034,M
2025914,04092017881,Daddy D's BBQ,1526 Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 552-6464,2018/06/20 04:00:00+00,Restaurant,7471,-78.80365428,35.60369755,T
2025915,04092016338,HAMPTON INN & SUITES CRABTREE RALEIGH KITCHEN,3920 ARROW DR ,,RALEIGH,NC,27612,(919) 881-7080,2013/01/04 05:00:00+00,Restaurant,7479,-78.67285035,35.83620436,M
2025916,04092016339,CHANELLO'S PIZZA OF GARNER,3608 BENSON RD ,,GARNER,NC,27529,(919) 771-1000,2013/01/07 05:00:00+00,Restaurant,7480,-78.61153932,35.63067345,M
2025917,04092014339,Chick-fil-A,1110 Beaver Creek Commons DR ,,APEX ,NC,27502,(919) 303-2377,2005/05/27 04:00:00+00,Restaurant,7488,-78.87405733,35.74592799,M
2025918,04092017836,Market Hall,214 E. MARTIN STREET,,RALEIGH,NC,27601,(919) 624-2168,2018/05/07 04:00:00+00,Restaurant,7489,-78.63599541,35.77650911,M
2025919,04092025144,DOMINOS #8824,6110 ROGERS RD ,,ROLESVILLE,NC,27571,(919) 453-2324,2008/07/14 04:00:00+00,Food Stand,7490,-78.46776638,35.92242305,M
2025920,04092110098,DURANT ROAD MIDDLE SCHOOL CAFETERIA,10401 DURANT RD ,,RALEIGH,NC,27614-9706,(919) 518-0103,1995/07/07 04:00:00+00,Public School Lunchrooms,7499,-78.58824109,35.90237202,M
2025921,04092010585,Players Retreat,105 OBERLIN RD,,RALEIGH,NC,27605-1648,(919) 755-9589,1991/03/19 04:00:00+00,Restaurant,7509,-78.66152519,35.78621443,M
2025922,04092016990,CAROLINA ALE HOUSE,400 CONSERVATION RD ,,GARNER,NC,27529,(919) 772-2646,2015/07/16 04:00:00+00,Restaurant,7522,-78.58112683,35.69648845,M
2025923,04092021607,QUE HUONG ORIENTAL MARKET,3312 CAPITAL  BLVD ,,RALEIGH,NC,27604,(919) 790-5325,2010/02/16 05:00:00+00,Food Stand,7524,-78.5854745,35.82439477,M
2025924,04092160070,SUNRISE OF CARY FOODSERVICE,1206 W CHATHAM ST ,,CARY,NC,27513,(919) 462-9147,2009/04/16 04:00:00+00,Institutional Food Service,7525,-78.80900162,35.77159353,M
2025925,04092014464,Golden China Express ,4321 Falls of Neuse  RD ,,RALEIGH,NC,27609,(919) 877-9688,2006/01/04 05:00:00+00,Restaurant,7544,-78.61339277,35.84095998,M
2025926,04092017721,LaFarm Bakery & Cafe W.F. West Cary,5055 Arco ST ,,Cary,NC,27519,(984) 228-0300,2017/11/03 04:00:00+00,Restaurant,7562,-78.88191924,35.83347908,M
2025927,04092014571,Moe's Southwest Grill,1406 E Broad ST,,FUQUAY VARINA,NC,27526,(919) 557-5507,2006/04/26 04:00:00+00,Restaurant,7573,-78.77524481,35.59427198,M
2025928,04092010162,Circus Family Restaurant,1600 Wake Forest Rd ,,RALEIGH,NC,27604-1333,(919) 834-2213,1991/04/25 04:00:00+00,Restaurant,7590,-78.62468351,35.80050101,M
2025929,04092011880,Caffe Luna,136 E HARGETT ST,,RALEIGH,NC,27601-1440,(919) 832-6090,1996/04/30 04:00:00+00,Restaurant,7616,-78.6368955,35.77799941,M
2025930,04092010625,Romas Pizzeria,3805 Brentwood Rd,,RALEIGH,NC,27604-1723,(919) 876-2818,1991/05/08 04:00:00+00,Restaurant,7635,-78.60062749,35.83624718,M
2025931,04092020585,SPEEDWAY #6984,1470 US 70 HWY W ,,GARNER,NC,27529,(919) 779-5952,1994/01/05 05:00:00+00,Food Stand,7664,-78.64320893,35.72221961,M
2025932,04092017089,RISE CAMERON VILLAGE,530 DANIELS ST ,,RALEIGH,NC,27605,(984) 200-6966,2015/11/20 05:00:00+00,Restaurant,7668,-78.66105804,35.79149603,M
2025933,04092017084,THE RALEIGH GRANDE CINEMA,4840 GROVE BARTON RD ,,RALEIGH,NC,27613,(919) 788-9000,2015/11/16 05:00:00+00,Restaurant,7671,-78.71688545,35.87197649,M
2025934,04092018092,Ashley's Harvest Moon Bakery - Cafe,128 Bass Lake RD ,,Holly Springs,NC,27540,(919) 586-7005,2019/04/24 04:00:00+00,Restaurant,7674,-78.82480349,35.65381034,M
2025935,04092011862,Zebulon BP Grill,603 W GANNON AVE,,ZEBULON,NC,27597-2511,(919) 375-5200,1996/04/25 04:00:00+00,Restaurant,7696,-78.32832184,35.81991083,M
2025936,04092016506,SONIC DRIVE IN #5735,304 S Main ST ,,ROLESVILLE,NC,27571,(919) 562-5540,2013/09/11 04:00:00+00,Restaurant,7707,-78.46378987,35.9198667,M
2025937,04092011186,Kashin Restaurant,309 CROSSROADS BLVD ,,CARY,NC,27511-6894,(919) 851-7101,1992/11/25 05:00:00+00,Restaurant,7726,-78.73871452,35.76064286,M
2025938,04092011678,McDonald's #14961,4413 Capital BLVD ,,RALEIGH,NC,27604-4314,(919) 878-0155,1995/04/22 04:00:00+00,Restaurant,7741,-78.58053149,35.84413369,M
2025939,04092016770,DON BETO'S TACOS,421 CHAPANOKE RD ,,RALEIGH,NC,27603,(919) 977-1071,2014/10/02 04:00:00+00,Restaurant,7761,-78.65333581,35.73464573,M
2025940,04092018116,Mason's Famous Lobster Rolls,4121 MAIN AT NORTH HILLS ST,Suite 100,RALEIGH,NC,27609-5756,(984) 200-1845,2019/06/19 04:00:00+00,Restaurant,7771,-78.64323049,35.83718561,M
2025941,04092018120,Marco's Pizza #8486,7500 RAMBLE WAY,Suite 115,RALEIGH,NC,27616,(919) 825-1812,2019/06/26 04:00:00+00,Restaurant,7775,-78.537511,35.87630713,M
2025942,04092090005,Garner Senior Center,205 E GARNER RD ,,GARNER,NC,27529-3311,(919) 772-5057,1991/04/02 04:00:00+00,Elderly Nutrition Sites (catered),7786,-78.6037631,35.70719056,M
2025943,04092010302,GOODBERRY'S #6,2421 Spring Forest Rd,,RALEIGH,NC,27615-7540,(919) 878-8159,1991/05/02 04:00:00+00,Restaurant,7805,-78.59868826,35.8608486,M
2025944,04092018727,Flying Mayan,9928 CHAPEL HILL RD,,MORRISVILLE,NC,27560,(919) 377-8377,2021/10/27 04:00:00+00,Restaurant,7811,-78.82063472,35.81480892,M
2025945,04092018554,Your Pie Pizza,4233 Corners PKY ,Ste 250,RALEIGH,NC,27617,(919) 957-0077,2021/03/10 05:00:00+00,Restaurant,7812,-78.78791806,35.91890974,M
2025946,04092018127,The Exchange Cafe,6933 LOUIS STEPHENS DR,,MORRISVILLE,NC,27560,(919) 623-6072,2019/07/15 04:00:00+00,Restaurant,7817,-78.8872285,35.86296634,M
2025947,04092300193,Food Lion #669 Meat Market,405 S Main St ,,ROLESVILLE,NC,27571-9664,,2000/07/01 04:00:00+00,Meat Market,7826,-78.46472721,35.91731538,T
2025948,04092021781,Catering Concepts,2411 E MILLBROOK RD ,#106,RALEIGH,NC,27604,(919) 669-8889,2014/01/31 05:00:00+00,Food Stand,7830,-78.59474383,35.84867059,M
2025949,04092018315,Irregardless cafe,901 W MORGAN ST ,,RALEIGH,NC,27603-1511,(919) 833-8898,2020/02/06 05:00:00+00,Restaurant,7831,-78.65603068,35.78118378,M
2025950,04092017485,CITY MARKET SUSHI,315 BLAKE ST ,,RALEIGH,NC,27601,(919) 322-1987,2016/12/01 05:00:00+00,Restaurant,7832,-78.63561219,35.77622916,M
2025951,04092017483,ZAXBY'S #60701,20 EAGLE WING WAY ,,GARNER,NC,27529,(919) 773-0061,2016/11/28 05:00:00+00,Restaurant,7833,-78.58765235,35.69782164,M
2025952,04092017026,N. C. BAGEL CAFE & DELI,3108 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 469-2777,2015/12/19 05:00:00+00,Restaurant,7834,-78.84652326,35.82111262,M
2025953,04092300027,Sam's Club #8223 Meat Market,2537 S SAUNDERS ST ,,RALEIGH,NC,27603-2843,(919) 839-1700,1992/08/06 04:00:00+00,Meat Market,7842,-78.64662127,35.75036941,M
2025954,04092020680,Triangle Catering,1818 St. Albans DR ,Suite 104,RALEIGH,NC,27609-2514,(919) 873-9500,1995/09/08 04:00:00+00,Food Stand,7865,-78.60721515,35.83352408,M
2025955,04092300237,COMPARE FOODS MARKET,410 W GANNON AVE ,,ZEBULON,NC,27597,(919) 269-9481,2008/01/17 05:00:00+00,Meat Market,7878,-78.32298663,35.82162579,M
2025956,04092018229,Uncorked Wine Bar,10511 Shadowlawn DR ,Ste 111,RALEIGH,NC,27614,(984) 200-5423,2019/11/14 05:00:00+00,Restaurant,7879,-78.58886471,35.90798464,M
2025957,04092015058,Bojangles #39,1581 E Williams ST ,,APEX,NC,27502,(919) 362-6796,2008/02/01 05:00:00+00,Restaurant,7882,-78.83501432,35.70601048,M
2025958,04092010618,Roast Grill,7 S WEST ST ,,RALEIGH,NC,27603-1831,(919) 832-8292,1991/04/22 04:00:00+00,Restaurant,7900,-78.64564398,35.78023303,M
2025959,04092025402,Costco Wholesale #1587 Rotisserie/Deli,7800 FAYETTEVILLE RD ,,RALEIGH,NC,54322-7603,(984) 810-5038,2021/12/01 05:00:00+00,Food Stand,7920,-78.69882986,35.66870883,M
2025960,04092300060,Harris Teeter #69 Meat Market,3201-123 EDWARDS MILL RD,,RALEIGH,NC,27612-5385,(919) 781-8776,1991/08/26 04:00:00+00,Meat Market,7893,-78.70556784,35.82545067,M
2025961,04092017777,Sushi Nine,3812 Western BLVD ,,RALEIGH,NC,27606,(919) 615-3100,2018/01/08 05:00:00+00,Restaurant,7928,-78.68935727,35.7853026,M
2025962,04092015789,SHUTTLE INN C-STORE,1000 MAIN CAMPUS DR ,,RALEIGH,NC,27695,(919) 515-5132,2011/08/16 04:00:00+00,Restaurant,7933,-78.67967966,35.76286971,M
2025963,04092020237,Snoopy's # 1,1931 Wake Forest Rd,,RALEIGH,NC,27608-2731,(919) 833-0992,1991/04/29 04:00:00+00,Food Stand,7951,-78.62502539,35.80726948,M
2025964,04092010095,Bull And Bear,5442 SIX FORKS RD ,,RALEIGH,NC,27609-4436,(919) 847-3617,1991/05/02 04:00:00+00,Restaurant,7956,-78.64059702,35.85499105,M
2025965,04092018332,Taqueria La Costena,101 DICKENS RD,,FUQUAY VARINA,NC,27526,(919) 244-9788,2020/03/02 05:00:00+00,Restaurant,7969,-78.81133237,35.61594652,M
2025966,04092021686,HUNT BROTHERS PIZZA,321 S SALEM ST ,,APEX,NC,27502,(919) 362-7134,2011/09/01 04:00:00+00,Food Stand,7971,-78.85352033,35.72724081,M
2025967,04092017444,SAN JOSE MEX & TEQUILA BAR,11201 GALLERIA AVE ,SUITE 101,RALEIGH,NC,27614,(919) 435-6050,2016/10/20 04:00:00+00,Restaurant,7972,-78.54362102,35.94819247,M
2025968,04092017441,PNC CLUB 204-B (PIZZA SIDE),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 04:00:00+00,Restaurant,7973,-78.7229363,35.8032419,M
2025969,04092017440,PNC CLUB 220-B,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 04:00:00+00,Restaurant,7974,-78.7229363,35.8032419,M
2025970,04092017438,MARCO'S PIZZA #8400,9906 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 380-0044,2016/10/27 04:00:00+00,Restaurant,7975,-78.82063472,35.81480892,M
2025971,04092040163,PNC 105 PUSHCART (WCID #119),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300 ext. 5,2005/03/24 04:00:00+00,Pushcarts,7986,-78.7229363,35.8032419,M
2025972,04092014372,Panda King,3626 Rogers RD ,,WAKE FOREST,NC,27587,(919) 554-9666,2005/08/24 04:00:00+00,Restaurant,7991,-78.50482681,35.94464173,M
2025973,04092025303,Jones'n 4 @ TKA,2201 S Wilmington  ST ,,RALEIGH,NC,27603,(704) 619-2237,2019/12/13 05:00:00+00,Food Stand,8024,-78.63902655,35.752054,M
2025974,04092025182,Sbarro #1097,5959 Triangle Town BLVD ,,RALEIGH,NC,27616,(919) 299-9503,2018/05/25 04:00:00+00,Food Stand,8028,-78.57603863,35.86599856,M
2025975,04092030387,Doherty's Fish & Chips Paddy Wagon (WCID #663),5490 Apex Peakway ,,APEX,NC,27502,(919) 454-4591,2019/01/11 05:00:00+00,Mobile Food Units,8030,-78.86537597,35.73683859,M
2025976,04092018649,Morning Rolls,1322 E Millbrook RD ,Ste A,RALEIGH,NC,27609,,2021/06/08 04:00:00+00,Restaurant,8033,-78.61557526,35.84978294,M
2025977,04092030514,Presti Pizza (WCID #804),2411 E MILLBROOK RD,Suite 106,RALEIGH,NC,27604,(919) 271-0111,2021/01/14 05:00:00+00,Mobile Food Units,8034,-78.59474383,35.84867059,M
2025978,04092016084,MCDONALDS #18373,415 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 556-7686,2012/01/12 05:00:00+00,Restaurant,8036,-78.46701525,35.91701042,M
2025979,04092018098,Jersey Mike's Sub #3189,166 Cabela DR ,,GARNER,NC,27529,,2019/04/11 04:00:00+00,Restaurant,8037,-78.58356211,35.69799194,M
2025980,04092017332,OFF THE HOOK SEAFOOD RESTAURANT,308 SOUTHTOWN CIR ,,ROLESVILLE,NC,27571,(919) 263-1868,2016/09/27 04:00:00+00,Restaurant,8047,-78.47039569,35.91648377,M
2025981,04092016921,BEST WESTERN FOODSERVICE,2715 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 872-5000,2015/05/08 04:00:00+00,Restaurant,8049,-78.60270667,35.81715188,M
2025982,04092011649,DANNY'S BARBEQUE,311 ASHVILLE AVE ,,CARY,NC,27518,(919) 851-5541,1995/03/01 05:00:00+00,Restaurant,8055,-78.78493778,35.73790672,M
2025983,04092016730,JIMMY JOHN'S #1863,6268 GLENWOOD AVE ,STE 100,RALEIGH,NC,27612,(919) 239-4114,2014/08/12 04:00:00+00,Restaurant,8039,-78.70374515,35.85715323,M
2025984,04092021730,THE CATERING WORKS,2319 LAURELBROOK ST ,,RALEIGH,NC,27604,(919) 828-5932,2013/01/07 05:00:00+00,Food Stand,8085,-78.61526307,35.81201084,M
2025985,04092017029,LOS TRES MEXICAN RESTAURANT,1301 E WILLIAMS ST ,,APEX,NC,27502,(919) 367-6797,2015/09/16 04:00:00+00,Restaurant,8088,-78.84117412,35.71702832,M
2025986,04092018400,Mookies NY Deli,1010 Tryon Village DR ,Ste 705,CARY,NC,27518-7193,(919) 900-7770,2020/07/08 04:00:00+00,Restaurant,8093,-78.7453538,35.74635942,M
2025987,04092300094,Harris Teeter #21 Meat Market,500 OBERLIN RD ,,RALEIGH,NC,27605-1327,(919) 828-9216,1994/11/01 04:00:00+00,Meat Market,8107,-78.66105804,35.79149603,M
2025988,04092013239,Global Village Organic Coffee,2428 HILLSBOROUGH ST ,,RALEIGH,NC,27607-7248,(919) 828-4567,2000/11/22 05:00:00+00,Restaurant,8108,-78.66770199,35.78790613,M
2025989,04092025345,Greek Cuisine,4325 Glenwood AVE ,STE 2043,RALEIGH,NC,27612,,2021/03/01 05:00:00+00,Food Stand,8118,-78.68184484,35.84183815,T
2025990,04092020943,Whole Foods Market Seafood Shop,102  New Waverly Place ,#B,CARY,NC,27511,(919) 816-8830,2000/05/09 04:00:00+00,Food Stand,8155,-78.77839779,35.73666391,M
2025991,04092020944,Whole Foods Market Produce Shop,102  New Waverly Place ,#B,CARY,NC,27511,(919) 816-8830,2000/05/09 04:00:00+00,Food Stand,8156,-78.77839779,35.73666391,M
2025992,04092020969,Food Lion #40 Deli ,980 KILDAIRE FARM RD ,,CARY,NC,27511-3923,(919) 467-4168,2000/07/01 04:00:00+00,Food Stand,8159,-78.78312573,35.77217563,M
2025993,04092020610,Harris Teeter #26 Produce ,7400 CREEDMOOR RD,,RALEIGH,NC,27613-1639,(919) 848-1464,1994/05/25 04:00:00+00,Food Stand,8181,-78.67820041,35.88787167,M
2025994,04092020916,Papa John's #619,5260 Capital Blv,,RALEIGH,NC,27616-3232,(919) 872-7575,2000/01/14 05:00:00+00,Food Stand,8193,-78.580183,35.85814638,M
2025995,04092016818,LOCKED & LOADED GRILL,305 MCCORMICK STREET,,GARNER,NC,27529,(919) 661-6688,2014/11/14 05:00:00+00,Restaurant,8202,-78.64232111,35.72321181,M
2025996,04092016815,TUPELO HONEY CAFE,425 OBERLIN ROAD,,RALEIGH,NC,27605,(919) 723-9353,2014/11/24 05:00:00+00,Restaurant,8203,-78.6638284,35.7899475,M
2025997,04092030482,Biscuit Haven (WCID #771),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 539-6022,2020/06/15 04:00:00+00,Mobile Food Units,8205,-78.63902655,35.752054,M
2025998,04092016431,KAI SUSHI & SAKE BAR,7713 LEADMINE  RD ,STE 11,RALEIGH,NC,27615,(919) 870-4923,2013/05/15 04:00:00+00,Restaurant,8206,-78.66044244,35.88617531,T
2025999,04092040360,Chicago J Hot Dogs (WCID #638),10125 DIVISION DR ,,RALEIGH,NC,27603,(919) 986-1699,2018/06/04 04:00:00+00,Pushcarts,8207,-78.7114342,35.63398295,M
2026000,04092018424,Meat & Bite,2908 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(201) 709-8417,2020/08/24 04:00:00+00,Restaurant,8211,-78.67526404,35.78962141,M
2026001,04092017447,HYDERABAD HOUSE,3735 DAVIS  DR ,STE 105,MORRISVILLE,NC,27560,(919) 924-0503,2016/11/01 04:00:00+00,Restaurant,8225,-78.85587925,35.8337549,M
2026002,04092017903,New Asian Garden,13654 Capital BLVD ,STE 128,WAKE FOREST,NC,27587,(919) 554-9898,2018/08/14 04:00:00+00,Restaurant,8226,-78.51867461,36.00548951,M
2026003,04092018392,Academy Street Bistro,200 S Academy ST ,Ste 100,CARY,NC,27511,(919) 377-0509,2020/06/30 04:00:00+00,Restaurant,8236,-78.78170139,35.78644735,M
2026004,04092015523,Bocci Trattoria & Pizzeria,2425 Kildaire Farm RD ,Ste 201,CARY,NC,27518,(919) 803-5358,2009/11/19 05:00:00+00,Restaurant,8237,-78.77660452,35.72829274,M
2026005,04092017276,TASTE VIETNAMESE CUISINE,152 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560,(919) 234-6385,2016/08/04 04:00:00+00,Restaurant,8246,-78.82897679,35.81951783,M
2026006,04092110090,Pleasant Union Elem.School Cafet.,1900 PLEASANT UNION CHURCH RD ,,RALEIGH,NC,27614-7103,(919) 870-4230 ext. 20424,1992/08/20 04:00:00+00,Public School Lunchrooms,8256,-78.67273066,35.95029393,M
2026007,04092020817,"Lowes Foods # 162 Meat, Seafood, and Sausages",6430 TRYON RD ,,CARY,NC,27511-7050,(919) 859-9335,1997/09/11 04:00:00+00,Food Stand,8263,-78.7615544,35.74559939,M
2026008,04092021994,H Mart RTC Department,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 05:00:00+00,Food Stand,8267,-78.84865444,35.78921622,M
2026009,04092110532,Parkside Elementary School Cafeteria,332 PARKSIDE VALLEY DR,,MORRISVILLE,NC,27560,(919) 694-7888 ext. 27879,2019/06/26 04:00:00+00,Public School Lunchrooms,8272,-78.86214751,35.84264449,M
2026010,04092110086,Leesville Middle-Elem. Sch. Cafeteria,8405 LEESVILLE RD ,,RALEIGH,NC,27613-1004,(919) 870-4200 ext. 24607,1991/08/20 04:00:00+00,Public School Lunchrooms,8277,-78.71776597,35.88906793,M
2026011,04092021872,FOOD LION #2198 PRODUCE,8745 HOLLY SPRINGS RD ,,CARY,NC,27539,(919) 362-1738,2015/09/09 04:00:00+00,Food Stand,8269,-78.77350631,35.69402851,M
2026012,04092015091,BRUEGGERS BAGELS #101,2231 AVENT FERRY RD ,,RALEIGH,NC,27616,(919) 828-1416,2008/04/03 04:00:00+00,Restaurant,8298,-78.67605091,35.77835817,M
2026013,04092021486,Food Lion #2638 Deli/Bakery,6209 Rock Quarry RD ,,RALEIGH,NC,27610,(919) 772-5894,2007/11/05 05:00:00+00,Food Stand,8300,-78.54796019,35.72312495,M
2026014,04092018185,Dunkin Donuts #337301,4415 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 876-9901,2019/09/25 04:00:00+00,Restaurant,8303,-78.61262519,35.84176217,M
2026015,04092017619,STARBUCKS #29148,1101 PINE PLAZA DR ,,APEX,NC,27523,(919) 338-3360,2017/06/08 04:00:00+00,Restaurant,8320,-78.83026568,35.74675449,M
2026016,04092011193,El Rodeo Restaurant,2404 Wake Forest Rd,,RALEIGH,NC,27608-1710,(919) 833-1460,1992/12/10 05:00:00+00,Restaurant,8333,-78.6259391,35.81378428,M
2026017,04092021333,Lowes Foods #218 Deli ,8201 Rowlock WAY ,,RALEIGH,NC,27612,(919) 792-0304,2005/06/16 04:00:00+00,Food Stand,8334,-78.73779144,35.88567273,M
2026018,04092040255,FOODLAND 2 (WCID #404),201 E HARGETT ST ,,RALEIGH,NC,27603,(919) 798-0590,2011/05/16 04:00:00+00,Pushcarts,8340,-78.63610358,35.77854007,M
2026019,04092016293,Quality Inn #NC436 Breakfast Bar,2539 S SAUNDERS ST ,,RALEIGH,NC,27603,(919) 863-0091,2012/10/26 04:00:00+00,Restaurant,8341,-78.64828387,35.74994855,M
2026020,04092016962,CHANTICLEER CAFE & BAKERY,6490 TRYON RD ,,CARY,NC,27518,(919) 781-4810,2015/06/22 04:00:00+00,Restaurant,8356,-78.76236898,35.74415808,M
2026021,04092013959,Milton's Pizza & Pasta,14520 New Falls of Neuse RD ,,RALEIGH,NC,27614,(919) 570-9099,2003/12/23 05:00:00+00,Restaurant,8377,-78.54213039,35.94426307,M
2026022,04092300265,NCSU PROCESSED MEAT LAB,400 DAN ALLEN DR ,"Rm 129, Schaub Hall",RALEIGH,NC,27695,(919) 515-2958,2014/02/20 05:00:00+00,Meat Market,8389,-78.67872874,35.78448278,M
2026023,04092016882,CHICK-FIL-A #699,1803 N. HARRISON AVE.,,CARY,NC,27513,(919) 678-1444,2015/02/16 05:00:00+00,Restaurant,8393,-78.76967206,35.82932742,M
2026024,04092016961,TOWNPLACE SUITES CARY/WESTON PKWY.,120 SAGE COMMONS WAY ,,CARY,NC,27513,(919) 678-0005,2015/06/24 04:00:00+00,Restaurant,8397,-78.80567494,35.82777675,M
2026025,04092018598,Cattails,1501 NC Hwy 39 ,,Zebulon,NC,27597,(919) 269-2287,2021/03/30 04:00:00+00,Restaurant,8399,-78.26879316,35.81734961,M
2026026,04092013357,Springmoor Dietary Dept.,1500 SAWMILL RD,,RALEIGH,NC,27615-4320,(919) 848-7092,2001/07/06 04:00:00+00,Restaurant,8432,-78.67552225,35.88395957,M
2026027,04092016637,HIBERNIAN PUB,311 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 833-2258,2014/02/28 05:00:00+00,Restaurant,8435,-78.64755702,35.78473632,M
2026028,04092012890,High Park Bar and Grill,625 E WHITAKER MILL RD,,RALEIGH,NC,27608-2635,(919) 833-4527,1999/03/17 04:00:00+00,Restaurant,8446,-78.63053647,35.8074913,M
2026029,04092017760,Triangle Chicken House,9825-F CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 377-1903,2017/12/28 05:00:00+00,Restaurant,8401,-78.81682593,35.81118245,M
2026030,04092020904,Variety Pickup Food Stand-Hwy 97,2727 Nc 97 Hwy ,,WENDELL,NC,27591,(919) 365-7419,1999/09/28 04:00:00+00,Food Stand,8449,-78.38095557,35.81489293,M
2026031,04092013453,Goji Bistro,100 Maynard Crossing Ct,,CARY,NC,27513,(919) 466-8888,2001/12/03 05:00:00+00,Restaurant,8457,-78.81059568,35.78672957,M
2026032,04092021004,Food Lion #938 Deli ,517 N MAIN ST ,,HOLLY SPRINGS,NC,27540-9397,(919) 557-1175,2000/07/01 04:00:00+00,Food Stand,8478,-78.83687096,35.65966057,M
2026033,04092020999,Food Lion #1496 Deli ,1777 W Williams ST ,,APEX,NC,27502,(919) 392-1986,2000/12/31 05:00:00+00,Food Stand,8479,-78.87770701,35.75964934,M
2026034,04092013210,Salsa Fresh Restaurant,9650 STRICKLAND RD ,,RALEIGH,NC,27615-1902,(919) 870-1107,2000/09/25 04:00:00+00,Restaurant,8481,-78.65677159,35.90420107,T
2026035,04092300163,Food Lion #1573 Meat Market,3926 WESTERN BLVD ,,RALEIGH,NC,27606-1937,(919) 664-8059,2000/07/01 04:00:00+00,Meat Market,8482,-78.69252351,35.78576143,M
2026036,04092021597,SHISH KABOB CITY PLAZA,438 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 833-4005,2009/11/20 05:00:00+00,Food Stand,8488,-78.63936414,35.77440995,M
2026037,04092021902,REAL FOOD CENTRAL,3222 WELLINGTON CT ,SUITE 106,RALEIGH,NC,27605,(919) 358-4138,2015/10/30 04:00:00+00,Food Stand,8491,-78.57835538,35.88649841,M
2026038,04092110504,APEX FRIENDSHIP HIGH SCHOOL CAFETERIA,7901 HUMIE OLIVE RD ,,APEX,NC,27502,(919) 694-0500 ext. 20009,2015/05/22 04:00:00+00,Public School Lunchrooms,8493,-78.91098202,35.70021278,M
2026039,04092010405,Kanki Japanese House Of Steaks,4500 Old Wake Forest RD ,,RALEIGH,NC,27609-6235,(919) 876-4157,1991/05/08 04:00:00+00,Restaurant,8548,-78.6099575,35.84195384,M
2026040,04092110076,Wendell Elem School Cafeteria,3355 WENDELL BLVD ,,WENDELL,NC,27591-7289,(919) 365-2660 ext. 22751,1991/10/28 04:00:00+00,Public School Lunchrooms,8572,-78.37227706,35.7854195,M
2026041,04092011279,Ole Time Barbecue,6309 Hillsborough ST ,,RALEIGH,NC,27606-1148,(919) 859-2544,1993/05/11 04:00:00+00,Restaurant,8593,-78.73877091,35.78732806,M
2026042,04092011623,Jose and Sons Mexican Kitchen & Bar,4112 PLEASANT VALLEY RD ,,RALEIGH,NC,27612-6256,(919) 571-1188,1995/01/10 05:00:00+00,Restaurant,8606,-78.70472608,35.86043731,M
2026043,04092011278,Hardees #1638,403 S Main St ,,ROLESVILLE,NC,27571-9664,(919) 554-2720,1993/05/07 04:00:00+00,Restaurant,8630,-78.46490482,35.91816232,M
2026044,04092011781,"Zest, Inc",8831 SIX FORKS RD ,,RALEIGH,NC,27615-2970,(919) 848-4792,1995/11/30 05:00:00+00,Restaurant,8624,-78.65190007,35.9001152,M
2026045,04092014444,Taco Bell #22798,2207 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 554-4924,2005/12/05 05:00:00+00,Restaurant,8649,-78.53614532,35.94669513,M
2026046,04092013023,Residence Inn-Crabtree Foodservice,2200 SUMMIT PARK LN ,,RALEIGH,NC,27612-4653,(919) 279-3000,1999/10/13 04:00:00+00,Restaurant,8675,-78.67562565,35.83458474,M
